ticket_id,ticket_text,customer_tenure_months,previous_tickets_count
TKT01899,I was charged incorrectly and need clarification on my invoice.,16,5
TKT01900,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,50,1
TKT01901,The application crashes frequently and shows unexpected errors.,50,4
TKT01902,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,51,0
TKT01903,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,39,1
TKT01904,The application crashes frequently and shows unexpected errors.,48,1
TKT01905,I was charged incorrectly and need clarification on my invoice.,1,3
TKT01906,I have suggestions to improve the usability of the product.,43,3
TKT01907,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,17,1
TKT01908,I have suggestions to improve the usability of the product.,5,1
TKT01909,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,14,2
TKT01910,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,15,3
TKT01911,The application crashes frequently and shows unexpected errors.,30,1
TKT01912,I would like more information about pricing and subscription plans.,6,1
TKT01913,I have suggestions to improve the usability of the product.,17,0
TKT01914,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,2,1
TKT01915,The application crashes frequently and shows unexpected errors.,34,1
TKT01916,I need assistance updating my account details and password.,29,2
TKT01917,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,39,3
TKT01918,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,40,0
TKT01919,I need assistance updating my account details and password.,55,3
TKT01920,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,52,2
TKT01921,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,54,3
TKT01922,I need assistance updating my account details and password.,22,4
TKT01923,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,7,1
TKT01924,I need assistance updating my account details and password.,26,1
TKT01925,I would like more information about pricing and subscription plans.,28,1
TKT01926,I have suggestions to improve the usability of the product.,8,1
TKT01927,The application crashes frequently and shows unexpected errors.,27,4
TKT01928,I have suggestions to improve the usability of the product.,17,1
TKT01929,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,8,3
TKT01930,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,47,2
TKT01931,I would like more information about pricing and subscription plans.,28,1
TKT01932,The application crashes frequently and shows unexpected errors.,29,1
TKT01933,The application crashes frequently and shows unexpected errors.,34,3
TKT01934,I was charged incorrectly and need clarification on my invoice.,20,3
TKT01935,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,27,2
TKT01936,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,4,4
TKT01937,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,22,1
TKT01938,The application crashes frequently and shows unexpected errors.,41,0
TKT01939,I would like more information about pricing and subscription plans.,45,1
TKT01940,I have suggestions to improve the usability of the product.,18,2
TKT01941,The application crashes frequently and shows unexpected errors.,22,1
TKT01942,I was charged incorrectly and need clarification on my invoice.,49,5
TKT01943,I have suggestions to improve the usability of the product.,50,0
TKT01944,I would like more information about pricing and subscription plans.,9,0
TKT01945,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,57,4
TKT01946,I have suggestions to improve the usability of the product.,53,0
TKT01947,The application crashes frequently and shows unexpected errors.,31,2
TKT01948,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,9,2
TKT01949,I was charged incorrectly and need clarification on my invoice.,20,2
TKT01950,I have suggestions to improve the usability of the product.,7,1
TKT01951,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,50,2
TKT01952,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,34,2
TKT01953,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,37,3
TKT01954,I would like more information about pricing and subscription plans.,28,2
TKT01955,I was charged incorrectly and need clarification on my invoice.,31,2
TKT01956,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,8,1
TKT01957,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,46,2
